"importId","name"
"971","Merine"
"972","Merouana"
"973","Mers El Kebir"
"974","Meskiana"
"975","Mesra"
"976","Messaad"
"977","Messelmoun"
"978","Metarfa"
"979","Metlili"
"980","Mezaourou"
"981","Mezdour"
"982","Mezeghana"
"983","Mezghrane"
"984","Mezloug"
"985","M'Hamid"
"986","Mih Ouansa"
"987","Mihoub"
"988","Mila"
"989","Miliana"
"990","Minar Zarza"
"991","Misserghin"
"992","Mizrana"
"993","M'Kira"
"994","M'Lili"
"995","M'Liliha"
"996","M'Naguer"
"997","Mogheul"
"998","Moghrar"
"999","Mohamed Belouizdad"
"1000","Mohamed Boudiaf"
"1001","Mohammadia"
"1002","Mohammadia"
"1003","Morsot"
"1004","Mostaganem"
"1005","Moudjebara"
"1006","Moulay Larbi"
"1007","Moulay Slissen"
"1008","Moussadek"
"1009","Mouzaia"
"1010","M'Rara"
"1011","M'Sara"
"1012","M'Sila"
"1013","Msirda Fouaga"
"1014","M'Sisna"
"1015","M'Tarfa"
"1016","M'Toussa"
"1017","Mustafa Ben Brahim"
"1018","Naama"
"1019","Naciria"
"1020","Nador"
"1021","Nadorah"
"1022","Naima"
"1023","Nakhla"
"1024","Nechemaya"
"1025","Nedroma"
"1026","Negrine"
"1027","Nekmaria"
"1028","Nesmoth"
"1029","Nezla"
"1030","N'Gaous"
"1031","N'Goussa"
"1032","Oggaz"
"1033","Ogla Melha"
"1034","Oran"
"1035","Ouacif"
"1036","Ouadhia"
"1037","Ouaguenoun"
"1038","Ouamri"
"1039","Ouanougha"
"1040","Ouargla"
"1041","Ouarizane"
"1042","Oudjana"
"1043","Oued Athmenia"
"1044","Oued Berkeche"
"1045","Oued Chaaba"
"1046","Oued Cheham"
"1047","Oued Chorfa"
"1048","Oued Chouly"
"1049","Oued Djemaa"
"1050","Oued Djer"
"1051","Oued El Abtal"
"1052","Oued El Alenda"
"1053","Oued El Alleug"
"1054","Oued El Aneb"
"1055","Oued El Barad"
"1056","Oued El Berdi"
"1057","Oued El Djemaa"
"1058","Oued El Kheir"
"1059","Oued El Ma"
"1060","Oued Endja"
"1061","Oued Essalem"
"1062","Oued Fodda"
"1063","Oued Fragha"
"1064","Oued Ghir"
"1065","Oued Goussine"
"1066","Oued Harbil"
"1067","Oued Kebrit"
"1068","Oued Koriche"
"1069","Oued Lilli"
"1070","Oued Mora"
"1071","Oued M'Zi"
"1072","Oued Nini"
"1073","Oued Rhiou"
"1074","Oued Sebaa"
"1075","Oued Sebbah"
"1076","Oued Sefioune"
"1077","Oued Seguen"
"1078","Oued Sly"
"1079","Oued Smar"
"1080","Oued Taga"
"1081","Oued Taourira"
"1082","Oued Taria"
"1083","Oued Tlelat"
"1084","Oued Zenati"
"1085","Oued Zhour"
"1086","Oued Zitoun"
"1087","Ouenza"
"1088","Ouezra"
"1089","Ouillen"
"1090","Ouldja Boulbalout"
"1091","Ouled Abbes"
"1092","Ouled Addi Guebala"
"1093","Ouled Addouane"
"1094","Ouled Ahmed Temmi"
"1095","Ouled Aissa"
"1096","Ouled Aissa"
"1097","Ouled Ammar"
"1098","Ouled Antar"
"1099","Ouled Aouf"
"1100","Ouled Attia"
"1101","Ouled Ben Abdelkader"
"1102","Ouled Bessem"
"1103","Ouled Bouachra"
"1104","Ouled Boudjemaa"
"1105","Ouled Boughalem"
"1106","Ouled Brahem"
"1107","Ouled Brahim"
"1108","Ouled Brahim"
"1109","Ouled Chebel"
"1110","Ouled Dahmane"
"1111","Ouled Daid"
"1112","Ouled Derradj"
"1113","Ouled Djellal"
"1114","Ouled Driss"
"1115","Ouled Fadhel"
"1116","Ouled Fares"
"1117","Ouled Fayet"
"1118","Ouled Gacem"
"1119","Ouled Hamla"
"1120","Ouled Hebbaba"
"1121","Ouled Hedadj"
"1122","Ouled Hellal"
"1123","Ouled Khaled"
"1124","Ouled Khelouf"
"1125","Ouled Khoudir"
"1126","Ouled Kihel"
"1127","Ouled Maalah"
"1128","Ouled Maaraf"
"1129","Ouled Madhi"
"1130","Ouled Mansour"
"1131","Ouled Mimoun"
"1132","Ouled Moumen"
"1133","Ouled Moussa"
"1134","Ouled Rabah"
"1135","Ouled Rached"
"1136","Ouled Rahmoune"
"1137","Ouled Rechache"
"1138","Ouled Riyah"
"1139","Ouled Saber"
"1140","Ouled Said"
"1141","Ouled Sellem"
"1142","Ouled Si Ahmed"
"1143","Ouled Sidi Brahim"
"1144","Ouled Sidi Brahim"
"1145","Ouled Sidi Mihoub"
"1146","Ouled Si Slimane"
"1147","Ouled Slama"
"1148","Ouled Slimane"
"1149","Ouled Tebben"
"1150","Ouled Yahia Khadrouche"
"1151","Ouled Yaich"
"1152","Ouled Yaiche"
"1153","Ouled Zaoui"
"1154","Oulhaca El Gheraba"
"1155","Oultene"
"1156","Oumache"
"1157","Oum Ali"
"1158","Oum Drou"
"1159","Oum El Adhaim"
"1160","Oum El Assel"
"1161","Oum El Bouaghi"
"1162","Oum El Djellil"
"1163","Oum Laadham"
"1164","Oum Toub"
"1165","Oum Touyour"
"1166","Ourlal"
"1167","Ourmes"
"1168","Ouyoun El Assafir"
"1169","Ouzzelaguen"
"1170","Rabta"
"1171","Ragouba"
"1172","Rahmania"
"1173","Rahouia"
"1174","Rais Hamidou"
"1175","Ramdane Djamel"
"1176","Ramka"
"1177","Raml Souk"
"1178","Raouraoua"
"1179","Ras Ain Amirouche"
"1180","Ras El Agba"
"1181","Ras El Aioun"
"1182","Ras El Ma"
"1183","Ras El Oued"
"1184","Ras Miaad (Ouled Sassi)"
"1185","Rechaiga"
"1186","Redjem Demouche"
"1187","Reggane"
"1188","Reghaia"
"1189","Reguiba"
"1190","Rehbat"
"1191","Relizane"
"1192","Remchi"
"1193","Remila"
"1194","Ridane"
"1195","Robbah"
"1196","Rogassa"
"1197","Roknia"
"1198","Rosfa"
"1199","Rouached"
"1200","Roubia"
